iter	Logloss
439	0.2754308667
440	0.2754290872
441	0.2754274578
442	0.275425807
443	0.2753668273
444	0.2753647263
445	0.2753226408
446	0.2752808126
447	0.2752667055
448	0.2752185528
449	0.275200072
450	0.2751705286
451	0.2751640539
452	0.2751631749
453	0.2751367616
454	0.2751354109
455	0.2750875583
456	0.2749917458
457	0.2748913025
458	0.2748868431
459	0.2748554344
460	0.2748543839
461	0.2748025864
462	0.274795147
463	0.2746773377
464	0.2746506029
465	0.2745625729
466	0.2745624228
467	0.2745583493
468	0.2745525822
469	0.2745348304
470	0.274533737
471	0.2745321933
472	0.2744651739
473	0.2744281482
474	0.2744279981
475	0.274426776
476	0.2743781945
477	0.2743744855
478	0.2743725559
479	0.2743695758
480	0.2742935733
481	0.2742879562
482	0.2742877633
483	0.2742149338
484	0.2741723338
485	0.2741328211
486	0.2740930296
487	0.2740849684
488	0.2740634005
489	0.2740631646
490	0.2740624786
491	0.2740615352
492	0.2740208433
493	0.2740197928
494	0.2739540383
495	0.2739152974
496	0.2738740267
497	0.2738731262
498	0.2738645719
499	0.2738643575
500	0.2738635642
501	0.2738266886
502	0.2738072859
503	0.2738066428
504	0.273786061
505	0.2737844102
506	0.273783424
507	0.2737832739
508	0.2736776207
509	0.2736775993
510	0.2736442826
511	0.2736437037
512	0.273625223
513	0.2736004391
514	0.2735916704
515	0.2735281241
516	0.2735186051
517	0.2735184336
518	0.2735183049
519	0.2734325475
520	0.2734320544
521	0.2734319472
522	0.2734087927
523	0.273392263
524	0.2733401439
525	0.2732750326
526	0.2732661138
527	0.2732424662
528	0.2732415658
529	0.2732226991
530	0.2732219488
531	0.2731762615
532	0.273163355
533	0.2731591743
534	0.273098651
535	0.2730985867
536	0.2730904183
537	0.2730902468
538	0.2730688503
539	0.2730681857
540	0.2730614109
541	0.2730423727
542	0.2730105567
543	0.2729687286
544	0.2729180031
545	0.2729156662
546	0.2729154732
547	0.2728674062
548	0.2728271216
549	0.2727873945
550	0.2727602737
551	0.2727597378
552	0.2727580012
553	0.2727532416
554	0.2727394347
555	0.2727019587
556	0.2727014442
557	0.272641414
558	0.2726087833
559	0.2726083116
560	0.2726078614
561	0.2725656473
562	0.2725060673
563	0.2724324446
564	0.2724316513
565	0.2723176154
566	0.2722766663
567	0.2722662253
568	0.2722658823
569	0.2722588073
570	0.2722583142
571	0.2722567277
572	0.2722507675
573	0.2721996561
574	0.2721877573
575	0.2721877144
576	0.2721876501
577	0.2721876072
578	0.2721104684
579	0.2721099539
580	0.2721041009
581	0.272104058
582	0.2720738286
583	0.2720724564
584	0.2720720276
585	0.2720339299
586	0.2720097035
587	0.2719653026
588	0.2719652168
589	0.2719652597
590	0.2719183932
591	0.2719178787
592	0.2719172998
593	0.2719171283
594	0.2718911867
595	0.2718858054
596	0.2718578056
597	0.27181244
598	0.2718121184
599	0.2718120541
600	0.2718070373
601	0.2717963819
602	0.2717962961
603	0.2717547038
604	0.2716846186
605	0.2716475499
606	0.271647507
607	0.2716473998
608	0.2716043496
609	0.271568503
610	0.2715317988
611	0.2715227514
612	0.2715226657
613	0.2715162553
614	0.2715154192
615	0.2715151405
616	0.2715111528
617	0.271511067
618	0.2714736553
619	0.2714736339
620	0.271473248
621	0.2714731837
622	0.2714615207
623	0.2713929147
624	0.2713854753
625	0.2713847678
626	0.2713370652
627	0.2712991176
628	0.2712666798
629	0.2712661224
630	0.2711810296
631	0.2711809653
632	0.2711768275
633	0.2711763773
634	0.2711550451
635	0.2711505857
636	0.2710870395
637	0.2710869966
638	0.2710863963
639	0.271086332
640	0.2710488346
641	0.2710486845
642	0.2710185193
643	0.2709773772
644	0.2709537296
645	0.2709014604
646	0.2708507349
647	0.270822435
648	0.2708164963
649	0.2708159818
650	0.2708159603
651	0.2708158746
652	0.2707975439
653	0.2707839085
654	0.2707839728
655	0.2707804782
656	0.2707804996
657	0.2707486836
658	0.2707448245
659	0.2707438598
660	0.2706755754
661	0.2706624545
662	0.2706035821
663	0.2705872882
664	0.270586988
665	0.2705504125
666	0.2705161095
667	0.2705136226
668	0.2704631972
669	0.270305961
670	0.2702452662
671	0.2702189601
672	0.2701840783
673	0.2701410281
674	0.2700954266
675	0.2700657331
676	0.2700522906
677	0.2700302938
678	0.2700294577
679	0.2700246981
680	0.2699894947
681	0.2699012932
682	0.2698812903
683	0.2698404055
684	0.2698084823
685	0.2697729144
686	0.2697423419
687	0.2697218458
688	0.2697214814
689	0.2697014356
690	0.2697014141
691	0.2696967189
692	0.2696597789
693	0.2696581281
694	0.2696580852
695	0.2695476082
696	0.2695297064
697	0.2695058229
698	0.2694851125
699	0.269485134
700	0.2694850482
701	0.2694850482
702	0.2694844908
703	0.2694844693
704	0.2694396611
705	0.2693876492
706	0.2693875849
707	0.2693679893
708	0.2693296772
709	0.2693239958
710	0.2693043788
711	0.2692861553
712	0.2692524098
713	0.2692260394
714	0.2692251818
715	0.2692251175
716	0.2691957241
717	0.2691952525
718	0.2691580552
719	0.2691311702
720	0.2691311702
721	0.2691216297
722	0.2690712901
723	0.2689982677
724	0.26898296
725	0.268972176
726	0.2689721546
727	0.2689307981
728	0.2689256741
729	0.2689211932
730	0.2688973741
731	0.2688973312
732	0.2688690742
733	0.2688582902
734	0.2688092155
735	0.268779179
736	0.2687471486
737	0.2687449189
738	0.2687448974
739	0.2687444043
740	0.2686931
741	0.2686829591
742	0.2686775779
743	0.268672947
744	0.2686728826
745	0.2686272168
746	0.2686189841
747	0.2685773918
748	0.2685755051
749	0.2685741116
750	0.268572182
751	0.2685489203
752	0.2685282957
753	0.2684998885
754	0.2684982377
755	0.2684980233
756	0.2684942071
757	0.26848859
758	0.2684383361
759	0.2684107651
760	0.2684061771
761	0.268378456
762	0.2683665357
763	0.2683531147
764	0.2683515496
765	0.2683513138
766	0.2683481837
767	0.2683290383
768	0.2683160246
769	0.2683149527
770	0.2683140093
771	0.2683127873
772	0.2682899973
773	0.2682328828
774	0.2682320252
775	0.2681988586
776	0.2681699154
777	0.2681410152
778	0.2681402219
779	0.2681368988
780	0.2681017169
781	0.2680899038
782	0.2680437877
783	0.2680434661
784	0.2679898034
785	0.2679892889
786	0.2679884956
787	0.2679874451
788	0.2679800914
789	0.2679639476
790	0.2679464531
791	0.2679116141
792	0.2679114212
793	0.2679104778
794	0.2678885239
795	0.2678878808
796	0.2678859083
797	0.2678176026
798	0.2677661052
799	0.2677355756
800	0.2677150796
801	0.2677132787
802	0.2677130857
803	0.2677122067
804	0.2677054319
805	0.2676920537
806	0.2676583939
807	0.2676581795
808	0.2676576864
809	0.2676543633
810	0.267654299
811	0.26765342
812	0.2676234692
813	0.267622676
814	0.2676224187
815	0.2676214754
816	0.2675978063
817	0.2675892949
818	0.2675811051
819	0.2675698494
820	0.2675449583
821	0.2675314515
822	0.2675186522
823	0.2674691273
824	0.2674655255
825	0.26741197
826	0.2674112411
827	0.2674009716
828	0.2673813761
829	0.2673717927
830	0.2673211958
831	0.2673204669
832	0.2672668042
833	0.2672172364
834	0.2672165503
835	0.2672084248
836	0.2672077387
837	0.2671914234
838	0.2671790958
839	0.267178474
840	0.2671778309
841	0.2671662107
842	0.2671564558
843	0.2671393687
844	0.267111862
845	0.2671092249
846	0.2671031576
847	0.2670740001
848	0.2670734426
849	0.2670730353
850	0.2670708056
851	0.2670702696
852	0.2670697765
853	0.267055648
854	0.2670551334
855	0.2670216666
856	0.2670215594
857	0.267020466
858	0.2670203802
859	0.2670200587
860	0.2669900221
861	0.2669898292
862	0.2669830115
863	0.2669374743
864	0.2669370455
865	0.2669255754
866	0.266925211
867	0.2669248679
868	0.2668832327
869	0.2668814747
870	0.2668810888
871	0.2668807672
872	0.266859971
873	0.2668456924
874	0.2668286052
875	0.2668285409
876	0.2667902717
877	0.2667320853
878	0.2667319995
879	0.2667263824
880	0.2666784011
881	0.2666548822
882	0.2666308487
883	0.2666305056
884	0.2666113174
885	0.2665792656
886	0.2665789011
887	0.2665788153
888	0.266550301
889	0.2665433332
890	0.2665432689
891	0.2665355507
892	0.2665345431
893	0.2665343501
894	0.2665340071
895	0.2665275753
896	0.2664943443
897	0.266492136
898	0.2664919217
899	0.2664542313
900	0.2664182346
901	0.2664102163
902	0.2664100876
903	0.2663999897
904	0.266399904
905	0.2663997324
906	0.2663582044
907	0.2663580543
908	0.2663487497
909	0.2663487925
910	0.2663433898
911	0.2662966306
912	0.2662877333
913	0.2662875617
914	0.2662873688
915	0.266287283
916	0.2662816016
917	0.2662815158
918	0.2662814515
919	0.2662643
920	0.2662398163
921	0.2662213999
922	0.2662209282
923	0.2662208639
924	0.2662130386
925	0.2661542519
926	0.2661541661
927	0.2661539303
928	0.2661537373
929	0.2661291464
930	0.2661142675
931	0.2661140316
932	0.2661139244
933	0.2660934927
934	0.2660630703
935	0.2660629845
936	0.2660482557
937	0.2660481271
938	0.2660296678
939	0.2660295177
940	0.2659639562
941	0.2659320115
942	0.2659318829
943	0.2658735035
944	0.265855473
945	0.2658119512
946	0.2658118225
947	0.2658063984
948	0.2657572379
949	0.2657515351
950	0.2657429164
951	0.2657426806
952	0.2657288737
953	0.2657286378
954	0.2657200621
955	0.2657169319
956	0.2656628833
957	0.2656618114
958	0.2656555725
959	0.2656305099
960	0.2656303598
961	0.2656280873
962	0.2656103784
963	0.2656087704
964	0.2656085346
965	0.2656028317
966	0.2656026602
967	0.2656025316
968	0.2655957996
969	0.2655856373
970	0.2655845868
971	0.26557957
972	0.2655775333
973	0.2655774261
974	0.2655773618
975	0.2655685287
976	0.2655452456
977	0.2655408505
978	0.2655157451
979	0.2655095705
980	0.2655052183
981	0.2654984864
982	0.2654920975
983	0.2654777545
984	0.265468943
985	0.2654632186
986	0.2654619323
987	0.2654521559
988	0.265435712
989	0.2654149801
990	0.2653728947
991	0.2653687354
992	0.2653686282
993	0.2653187389
994	0.2653175597
995	0.2653054036
996	0.2652989718
997	0.2652987788
998	0.2652908248
999	0.2652731159
